Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
GoAir,2019-03-09,Delhi,Cochin,DEL → AMD → COK,440,No info,8422,Saturday,March,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,06,00,13,20
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,780,No info,13797,Monday,June,1,None,None,24,Medium_duration,Long_Dist,Ealry_Morning,Evening,08,00,21,0
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,500,No info,7081,Saturday,May,1,19,May,18,Short_duration,Long_Dist,Afternoon,Night,17,10,1,30
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,675,No info,8513,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Night,Afternoon,04,55,16,10
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,180,No info,7229,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,240,No info,6273,Sunday,March,1,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,15,12,15
Air India,2019-06-09,Mumbai,Hyderabad,BOM → HYD,85,No info,3100,Sunday,June,0,None,None,9,Short_duration,Short_Dist,Afternoon,Afternoon,15,00,16,25
IndiGo,2019-06-18,Kolkata,Banglore,CCU → BLR,155,No info,4804,Tuesday,June,0,19,Jun,18,Short_duration,Medium_Dist,Evening,Night,22,15,0,50
SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,145,No check-in baggage included,3841,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,00,11,25
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,735,In-flight meal not included,8586,Saturday,May,1,19,May,18,Short_duration,Medium_Dist,Evening,Ealry_Morning,20,00,8,15
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,630,No info,11200,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,30,19,0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,375,No info,17267,Wednesday,March,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,13,20
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,910,In-flight meal not included,8586,Thursday,May,1,10,May,9,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,55,10,5
Air India,2019-05-09,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,No info,11432,Thursday,May,2,10,May,9,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,50,5,35
Air India,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,1470,No info,12940,Saturday,June,2,02,Jun,1,Medium_duration,Long_Dist,Afternoon,Afternoon,18,45,19,15
IndiGo,2019-03-01,Mumbai,Hyderabad,BOM → HYD,85,No info,12475,Friday,March,0,None,None,1,Short_duration,Short_Dist,Evening,Evening,21,20,22,45
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,340,In-flight meal not included,11134,Sunday,March,1,None,None,24,Short_duration,Medium_Dist,Afternoon,Evening,16,55,22,35
IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,165,No info,5644,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,12,20
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,455,No info,10877,Wednesday,June,1,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,25,19,0
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,165,No info,7229,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,00,8,45
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,1545,In-flight meal not included,8586,Thursday,May,1,10,May,9,Long_duration,Medium_Dist,Afternoon,Afternoon,16,30,18,15
Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,1595,No info,9863,Saturday,June,2,02,Jun,1,Long_duration,Long_Dist,Afternoon,Afternoon,16,40,19,15
IndiGo,2019-06-12,Kolkata,Banglore,CCU → BBI → BLR,330,No info,4864,Wednesday,June,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,07,10,12,40
Air Asia,2019-03-12,Kolkata,Banglore,CCU → BLR,150,No info,4384,Tuesday,March,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Evening,19,35,22,5
Air India,2019-05-18,Delhi,Cochin,DEL → CCU → BOM → COK,1490,No info,13591,Saturday,May,2,19,May,18,Medium_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,50,7,40
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,575,In-flight meal not included,12384,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,19,10
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,805,In-flight meal not included,12373,Saturday,May,1,19,May,18,Medium_duration,Long_Dist,Afternoon,Night,15,00,4,25
Air India,2019-05-01,Kolkata,Banglore,CCU → IXR → DEL → BLR,1840,No info,12723,Wednesday,May,2,02,May,1,Long_duration,Medium_Dist,Ealry_Morning,Afternoon,05,50,12,30
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1250,No info,12242,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Evening,Afternoon,22,00,18,50
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,5769,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,14,5
IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,810,No info,7006,Tuesday,May,1,None,None,21,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,30,21,0
Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1335,No info,8372,Monday,May,1,28,May,27,Medium_duration,Long_Dist,Evening,Afternoon,21,00,19,15
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1155,No info,14178,Friday,May,1,25,May,24,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,9,20
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,1135,No info,20800,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,9,0
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1555,No info,8452,Wednesday,May,1,02,May,1,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,9,5
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1265,In-flight meal not included,10844,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Evening,Afternoon,21,10,18,15
Vistara,2019-05-12,Banglore,Delhi,BLR → DEL,170,No info,4668,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Evening,Evening,21,00,23,50
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1695,No info,12681,Monday,April,1,02,Apr,1,Long_duration,Medium_Dist,Afternoon,Evening,16,30,20,45
Air India,2019-04-06,Delhi,Cochin,DEL → MAA → COK,1640,No info,4487,Saturday,April,1,07,Apr,6,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,05,9,25
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,345,No info,14571,Sunday,June,1,None,None,9,Short_duration,Medium_Dist,Afternoon,Afternoon,14,05,19,50
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,140,No check-in baggage included,3841,Saturday,April,0,28,Apr,27,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,140,No info,3873,Monday,June,0,04,Jun,3,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
Air India,2019-05-01,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,No info,16372,Wednesday,May,2,02,May,1,Medium_duration,Medium_Dist,Afternoon,Afternoon,16,50,13,45
Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → AMD → BLR,1200,No info,14897,Friday,May,2,25,May,24,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,25,5,25
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,520,No info,8614,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,35,19,15
IndiGo,2019-05-21,Kolkata,Banglore,CCU → HYD → BLR,265,No info,3574,Tuesday,May,1,None,None,21,Short_duration,Medium_Dist,Afternoon,Evening,19,20,23,45
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1220,In-flight meal not included,7064,Monday,April,1,02,Apr,1,Medium_duration,Medium_Dist,Evening,Afternoon,20,00,16,20
IndiGo,2019-06-21,Mumbai,Hyderabad,BOM → HYD,90,No info,5755,Friday,June,0,None,None,21,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,09,10,10,40
Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,No info,13432,Saturday,May,2,19,May,18,Medium_duration,Medium_Dist,Afternoon,Afternoon,16,50,13,45
Air India,2019-05-09,Delhi,Cochin,DEL → BOM → COK,735,No info,8669,Thursday,May,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,19,15
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,555,No info,17057,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Night,Ealry_Morning,02,15,11,30
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,1165,No info,17261,Wednesday,March,1,07,Mar,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,9,30
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,615,No info,6795,Thursday,June,1,07,Jun,6,Short_duration,Long_Dist,Afternoon,Night,15,15,1,30
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,400,In-flight meal not included,9663,Monday,May,1,None,None,6,Short_duration,Medium_Dist,Afternoon,Evening,14,05,20,45
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,615,No info,11789,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,19,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1485,In-flight meal not included,10262,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Afternoon,Afternoon,18,15,19,0
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → IXB → BLR,435,No info,8844,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,15,18,30
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,4544,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,380,No info,6148,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,13,20
IndiGo,2019-05-27,Mumbai,Hyderabad,BOM → HYD,95,No info,2227,Monday,May,0,None,None,27,Short_duration,Short_Dist,Evening,Evening,20,05,21,40
Jet Airways,2019-06-12,Delhi,Cochin,DEL → ATQ → BOM → COK,1380,No info,14300,Wednesday,June,2,13,Jun,12,Medium_duration,Long_Dist,Evening,Afternoon,20,00,19,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1025,In-flight meal not included,10844,Tuesday,May,1,22,May,21,Medium_duration,Medium_Dist,Afternoon,Afternoon,18,55,12,0
SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,270,No check-in baggage included,5158,Wednesday,June,1,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,570,No info,6628,Monday,June,1,04,Jun,3,Short_duration,Long_Dist,Afternoon,Night,16,00,1,30
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1595,In-flight meal not included,10262,Saturday,June,1,02,Jun,1,Long_duration,Long_Dist,Ealry_Morning,Afternoon,10,00,12,35
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,4544,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1485,In-flight meal not included,12373,Thursday,May,1,10,May,9,Medium_duration,Long_Dist,Afternoon,Afternoon,18,15,19,0
Air India,2019-05-15,Delhi,Cochin,DEL → AMD → BOM → COK,1600,No info,11281,Wednesday,May,2,16,May,15,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,00,7,40
IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,490,No info,6938,Monday,June,1,None,None,3,Short_duration,Long_Dist,Afternoon,Evening,14,20,22,30
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,640,No info,15147,Wednesday,March,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Evening,10,20,21,0
Air India,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1600,No info,11228,Saturday,May,2,19,May,18,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,00,7,40
IndiGo,2019-06-09,Delhi,Cochin,DEL → MAA → COK,325,No info,5636,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Night,Ealry_Morning,02,00,7,25
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,170,No check-in baggage included,4319,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,30,12,20
IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,175,No info,6144,Thursday,March,0,None,None,21,Short_duration,Medium_Dist,Evening,Evening,20,00,22,55
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,685,No info,14781,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,25,19,50
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,985,No info,8765,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Ealry_Morning,Night,09,10,1,35
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1330,In-flight meal not included,8586,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Ealry_Morning,Night,06,30,4,40
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,90,No info,2754,Sunday,May,0,None,None,12,Short_duration,Short_Dist,Afternoon,Afternoon,12,00,13,30
IndiGo,2019-05-21,Chennai,Kolkata,MAA → CCU,140,No info,3597,Tuesday,May,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,13,15,15,35
Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,85,In-flight meal not included,4050,Saturday,May,0,None,None,18,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,07,05,8,30
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,800,In-flight meal not included,11087,Saturday,March,1,None,None,9,Medium_duration,Medium_Dist,Ealry_Morning,Evening,08,00,21,20
Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,185,No info,8016,Monday,June,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Evening,18,55,22,0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,915,No info,15147,Wednesday,March,1,07,Mar,6,Medium_duration,Long_Dist,Ealry_Morning,Night,10,20,1,35
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,175,No info,7229,Monday,April,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
IndiGo,2019-05-27,Mumbai,Hyderabad,BOM → HYD,90,No info,2754,Monday,May,0,None,None,27,Short_duration,Short_Dist,Night,Night,02,35,4,5
Vistara,2019-04-12,Banglore,Delhi,BLR → DEL,155,No info,5613,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,17,00,19,35
IndiGo,2019-04-27,Delhi,Cochin,DEL → LKO → COK,345,No info,6307,Saturday,April,1,28,Apr,27,Short_duration,Long_Dist,Evening,Night,21,50,3,35
IndiGo,2019-04-06,Kolkata,Banglore,CCU → BLR,155,No info,4174,Saturday,April,0,None,None,6,Short_duration,Medium_Dist,Afternoon,Afternoon,17,15,19,50
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,155,No info,4804,Thursday,June,0,28,Jun,27,Short_duration,Medium_Dist,Evening,Night,22,15,0,50
Air India,2019-05-15,Kolkata,Banglore,CCU → GAU → DEL → BLR,970,No info,14960,Wednesday,May,2,16,May,15,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,45,8,55
Jet Airways,2019-04-09,Delhi,Cochin,DEL → AMD → BOM → COK,1195,No info,9483,Tuesday,April,2,10,Apr,9,Medium_duration,Long_Dist,Evening,Afternoon,23,05,19,0
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1580,No info,8662,Thursday,June,1,07,Jun,6,Long_duration,Medium_Dist,Evening,Evening,20,20,22,40
Jet Airways,2019-05-09,Delhi,Cochin,DEL → JDH → BOM → COK,440,In-flight meal not included,19644,Thursday,May,2,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,40,19,0
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No info,4340,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,14,35
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1335,In-flight meal not included,10844,Tuesday,May,1,22,May,21,Medium_duration,Medium_Dist,Evening,Afternoon,20,00,18,15
SpiceJet,2019-05-09,Kolkata,Banglore,CCU → IXB → BLR,330,No info,8224,Thursday,May,1,None,None,9,Short_duration,Medium_Dist,Afternoon,Evening,15,55,21,25
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,545,No info,7905,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,16,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1605,In-flight meal not included,11134,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Afternoon,Afternoon,16,55,19,40
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,345,No info,6037,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Night,Ealry_Morning,02,00,7,45
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1075,No info,12692,Thursday,June,1,07,Jun,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,00,10,55
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,435,In-flight meal not included,7308,Monday,May,1,28,May,27,Short_duration,Long_Dist,Afternoon,Night,18,15,1,30
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,825,No info,14714,Saturday,June,1,02,Jun,1,Medium_duration,Long_Dist,Evening,Afternoon,22,50,12,35
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,330,No info,14388,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,12,0
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,185,No info,7229,Wednesday,April,0,None,None,24,Short_duration,Medium_Dist,Afternoon,Evening,18,55,22,0
Air India,2019-06-03,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,No info,10493,Monday,June,3,04,Jun,3,Long_duration,Long_Dist,Ealry_Morning,Afternoon,05,15,19,15
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1475,In-flight meal not included,14053,Saturday,March,1,10,Mar,9,Medium_duration,Long_Dist,Afternoon,Afternoon,18,15,18,50
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,140,No info,7295,Wednesday,March,0,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,55,10,15
Air India,2019-05-21,Kolkata,Banglore,CCU → JAI → BOM → BLR,1610,No info,11222,Tuesday,May,2,22,May,21,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,11,10
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,390,No info,7670,Saturday,May,1,19,May,18,Short_duration,Long_Dist,Afternoon,Night,19,00,1,30
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,505,No info,10877,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,35,19,0
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,505,No info,17057,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,15,30
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,810,In-flight meal not included,11507,Thursday,June,2,None,None,6,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,05,30,19,0
Jet Airways,2019-06-18,Delhi,Cochin,DEL → COK,195,In-flight meal not included,4466,Tuesday,June,0,None,None,18,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,50,13,5
Air India,2019-06-01,Delhi,Cochin,DEL → CCU → BOM → COK,1580,No info,13801,Saturday,June,2,02,Jun,1,Long_duration,Long_Dist,Afternoon,Afternoon,16,55,19,15
IndiGo,2019-03-01,Kolkata,Banglore,CCU → BLR,160,No info,4778,Friday,March,0,02,Mar,1,Short_duration,Medium_Dist,Evening,Night,21,25,0,5
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,505,In-flight meal not included,12384,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,18,0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,460,No info,10678,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Night,Afternoon,04,55,12,35
Air India,2019-03-09,Delhi,Cochin,DEL → TRV → COK,1535,No info,9790,Saturday,March,1,10,Mar,9,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,15,6,50
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,1315,No info,14388,Wednesday,May,1,02,May,1,Medium_duration,Medium_Dist,Afternoon,Afternoon,14,05,12,0
SpiceJet,2019-06-12,Banglore,Delhi,BLR → DEL,160,No check-in baggage included,4319,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,05,55,8,35
Jet Airways,2019-05-03,Mumbai,Hyderabad,BOM → HYD,85,No info,5678,Friday,May,0,None,None,3,Short_duration,Short_Dist,Night,Night,02,55,4,20
Vistara,2019-04-06,Banglore,Delhi,BLR → DEL,160,No info,5613,Saturday,April,0,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,00,9,40
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,800,In-flight meal not included,9663,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Evening,Ealry_Morning,20,00,9,20
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,5769,Tuesday,June,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,14,5
Vistara,2019-05-01,Banglore,Delhi,BLR → DEL,170,No info,4668,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Evening,Evening,21,00,23,50
Air India,2019-05-09,Delhi,Cochin,DEL → BOM → COK,375,No info,8372,Thursday,May,1,None,None,9,Short_duration,Long_Dist,Afternoon,Afternoon,13,00,19,15
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,No info,12352,Sunday,March,2,25,Mar,24,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,25,5,35
